"lp";"kod";"obszar";"iteracja";"nazwa_przeplywu";"typ";"profil";"target_end_time";"critical_end_time";"wersja";"opis_pliku";"sciezka_pliku";"zrodlo";"kontakt";"popup_html";"uwagi";"confluence_storage"
"103";"RAP_PERUN_ID3";"IDCC(d) - Individual Validation";"IDCC(d)";"Raporty ID3 z Perun";"RAP";"SFTP";"08:50";"09:20";"1";"Raporty z Perun (RAP_PERUN_ID3) — raporty walidacyjne z procesu Perun4V (charakter informacyjny).";"Perun4V [N03] → kdm6 [N11] / MinIO [N04]";"Perun4V (N03)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">RAP_PERUN_ID3 — Raporty ID3 z Perun (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Raporty z Perun (RAP_PERUN_ID3) — raporty walidacyjne z procesu Perun4V (charakter informacyjny).</p><p><strong>Ścieżka pliku:</strong> Perun4V [N03] → kdm6 [N11] / MinIO [N04]</p><p><strong>Źródło:</strong> Perun4V (N03) &nbsp;|&nbsp; <strong>Profil:</strong> SFTP &nbsp;|&nbsp; <strong>TET:</strong> 08:50 &nbsp; <strong>CET:</strong> 09:20 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"104";"FID3-701_ATC";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Vertices of Initial FB Domain/CB Validation file ATC";"701_ATC";"MIN";"08:30";"09:05";"1";"Vertices / CB Validation file ATC (FID3-701_ATC) — wierzchołki domeny / plik walidacji CB dla ścieżki ATC. Składowa paczki ATC.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Perun4V";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-701_ATC — Vertices of Initial FB Domain/CB Validation file ATC (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Vertices / CB Validation file ATC (FID3-701_ATC) — wierzchołki domeny / plik walidacji CB dla ścieżki ATC. Składowa paczki ATC.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Perun4V &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"105";"FID3-632";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Reference Program (RefProg)";"632";"MIN";"08:30";"09:05";"3";"Reference Program (RefProg, FID3-632) — program referencyjny: planowane salda wymiany międzyobszarowej. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-632 — Reference Program (RefProg) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Reference Program (RefProg, FID3-632) — program referencyjny: planowane salda wymiany międzyobszarowej. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 3</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"106";"FID3-645";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Initial FB Domain (RefProg Bal)";"645";"MIN";"08:30";"09:05";"1";"Initial FB Domain (Virgin / RefProg Bal, FID3-645) — początkowa domena Flow-Based. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Perun4V / proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-645 — Initial FB Domain (RefProg Bal) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Initial FB Domain (Virgin / RefProg Bal, FID3-645) — początkowa domena Flow-Based. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Perun4V / proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"107";"FID3-882";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Initial Intraday ATCs";"882";"MIN";"08:30";"08:50";"1";"Initial Intraday ATCs (FID3-882) — początkowe wartości ATC dla intraday; wejście walidacji ATC. Składowa paczki.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-882 — Initial Intraday ATCs (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Initial Intraday ATCs (FID3-882) — początkowe wartości ATC dla intraday; wejście walidacji ATC. Składowa paczki.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 08:50 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"108";"PERUN_ID3_ATC";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"AGR Paczka ZIP_ATC ID3 do Perun";"PERUN_ATC";"2MS";"08:30";"09:05";"1";"AGR Paczka ZIP_ATC (PERUN_ID3_ATC) — paczka wejściowa dla odrębnej ścieżki walidacji domeny ATC.";"Agregacja składowych → MinIO [N04] / sFTP [N12] → Perun4V [N03]";"agregacja";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">PERUN_ID3_ATC — AGR Paczka ZIP_ATC ID3 do Perun (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> AGR Paczka ZIP_ATC (PERUN_ID3_ATC) — paczka wejściowa dla odrębnej ścieżki walidacji domeny ATC.</p><p><strong>Ścieżka pliku:</strong> Agregacja składowych → MinIO [N04] / sFTP [N12] → Perun4V [N03]</p><p><strong>Źródło:</strong> agregacja &nbsp;|&nbsp; <strong>Profil:</strong> 2MS &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"109";"FID3-610";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Merged Generation and Load Shift Keys (GLSK)";"610";"MIN";"08:30";"09:05";"1";"Merged GLSK (FID3-610) — scalone GLSK wszystkich TSO regionu Core. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-610 — Merged Generation and Load Shift Keys (GLSK) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Merged GLSK (FID3-610) — scalone GLSK wszystkich TSO regionu Core. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"110";"FID3-620";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Merged DACF/IDCF Common Grid Model (CGM)";"620";"MIN";"08:30";"09:05";"4";"Merged DACF/IDCF Common Grid Model (CGM, FID3-620) — scalony wspólny model sieci zbudowany z modeli indywidualnych (IGM) TSO. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core / Kreator";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-620 — Merged DACF/IDCF Common Grid Model (CGM) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Merged DACF/IDCF Common Grid Model (CGM, FID3-620) — scalony wspólny model sieci zbudowany z modeli indywidualnych (IGM) TSO. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core / Kreator &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 4</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"111";"FID3-632";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Reference Program (RefProg)";"632";"MIN";"08:30";"09:05";"3";"Reference Program (RefProg, FID3-632) — program referencyjny: planowane salda wymiany międzyobszarowej. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-632 — Reference Program (RefProg) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Reference Program (RefProg, FID3-632) — program referencyjny: planowane salda wymiany międzyobszarowej. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 3</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"112";"FID3-645";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Initial FB Domain (Virgin RefProg Bal)";"645";"MIN";"08:30";"09:05";"1";"Initial FB Domain (Virgin / RefProg Bal, FID3-645) — początkowa domena Flow-Based. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Perun4V / proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-645 — Initial FB Domain (Virgin RefProg Bal) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Initial FB Domain (Virgin / RefProg Bal, FID3-645) — początkowa domena Flow-Based. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Perun4V / proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"113";"FID3-657";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Real Generation and Load Shift Keys (GLSK)";"657";"MIN";"08:30";"09:05";"1";"Real GLSK (FID3-657) — rzeczywiste klucze GLSK (po dostosowaniu do bieżącego stanu). Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Kreator";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-657 — Real Generation and Load Shift Keys (GLSK) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Real GLSK (FID3-657) — rzeczywiste klucze GLSK (po dostosowaniu do bieżącego stanu). Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Kreator &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"114";"FID3-659";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"CGM Data Quality Check";"659";"MIN";"08:30";"09:05";"1";"CGM Data Quality Check (FID3-659) — raport kontroli jakości danych scalonego modelu CGM. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-659 — CGM Data Quality Check (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> CGM Data Quality Check (FID3-659) — raport kontroli jakości danych scalonego modelu CGM. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"115";"FID3-665";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Individual Filtered Critical Branches (CB)";"665";"MIN";"08:30";"09:05";"1";"Individual Filtered Critical Branches (CB, FID3-665) — indywidualne, przefiltrowane gałęzie krytyczne PSE. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Kreator";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-665 — Individual Filtered Critical Branches (CB) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Individual Filtered Critical Branches (CB, FID3-665) — indywidualne, przefiltrowane gałęzie krytyczne PSE. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Kreator &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"116";"FID3-701_ATC";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Vertices of Initial FB Domain/CB Validation file ATC";"701_ATC";"MIN";"08:30";"09:05";"1";"Vertices / CB Validation file ATC (FID3-701_ATC) — wierzchołki domeny / plik walidacji CB dla ścieżki ATC. Składowa paczki ATC.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Perun4V";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-701_ATC — Vertices of Initial FB Domain/CB Validation file ATC (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Vertices / CB Validation file ATC (FID3-701_ATC) — wierzchołki domeny / plik walidacji CB dla ścieżki ATC. Składowa paczki ATC.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Perun4V &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"117";"XID3_RA";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Plik ze środkami zaradczymi z aplikacji KreatorDACF_CGMES";"RA";"MIN";"08:30";"09:05";"3";"Plik ze środkami zaradczymi (RA, XID3_RA) — remedial actions wygenerowane w Kreatorze; publikowane razem z GLSK/CBCORA i jako składowa paczki.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"KreatorIDCF (N08)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">XID3_RA — Plik ze środkami zaradczymi z aplikacji KreatorDACF_CGMES (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Plik ze środkami zaradczymi (RA, XID3_RA) — remedial actions wygenerowane w Kreatorze; publikowane razem z GLSK/CBCORA i jako składowa paczki.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> KreatorIDCF (N08) &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 3</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"118";"FID3-710_ATC";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"IVA_ATC";"710_ATC";"MIN";"08:45";"09:20";"1";"IVA_ATC (FID3-710_ATC) — IVA dla odrębnej ścieżki walidacji domeny ATC.";"Perun4V [N03] → MinIO [N04] / Connector 2.0 [N05] → CCM [N01]";"Perun4V (N03)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-710_ATC — IVA_ATC (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> IVA_ATC (FID3-710_ATC) — IVA dla odrębnej ścieżki walidacji domeny ATC.</p><p><strong>Ścieżka pliku:</strong> Perun4V [N03] → MinIO [N04] / Connector 2.0 [N05] → CCM [N01]</p><p><strong>Źródło:</strong> Perun4V (N03) &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:45 &nbsp; <strong>CET:</strong> 09:20 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"119";"RAP_PERUN_ID3_ATC";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Raporty ID3 ATC z Perun";"RAP";"SFTP";"08:50";"09:20";"1";"Raporty z Perun (RAP_PERUN_ID3_ATC) — raporty walidacyjne z procesu Perun4V (charakter informacyjny).";"Perun4V [N03] → kdm6 [N11] / MinIO [N04]";"Perun4V (N03)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">RAP_PERUN_ID3_ATC — Raporty ID3 ATC z Perun (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Raporty z Perun (RAP_PERUN_ID3_ATC) — raporty walidacyjne z procesu Perun4V (charakter informacyjny).</p><p><strong>Ścieżka pliku:</strong> Perun4V [N03] → kdm6 [N11] / MinIO [N04]</p><p><strong>Źródło:</strong> Perun4V (N03) &nbsp;|&nbsp; <strong>Profil:</strong> SFTP &nbsp;|&nbsp; <strong>TET:</strong> 08:50 &nbsp; <strong>CET:</strong> 09:20 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"120";"FID3-928";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"ATC Based Validation";"928";"2CCT";"08:45";"09:20";"1";"ATC Based Validation (FID3-928) — plik ZWROTNY: wynik walidacji ATC prowadzonej centralnie w Core CC Tool (strumień odrębny od FBA). NIE jest wysyłany przez TSO; publikowany CCCt → TSO przez Connector 2.0.";"Paczka ATC (PERUN_IDx_ATC) → Core CC Tool [N02] (walidacja ATC) → Connector 2.0 [N05] → CCM [N01]";"Core CC Tool (N02)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"Przyklady_FID3-928_popup.html";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-928 — ATC Based Validation (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> ATC Based Validation (FID3-928) — plik ZWROTNY: wynik walidacji ATC prowadzonej centralnie w Core CC Tool (strumień odrębny od FBA). NIE jest wysyłany przez TSO; publikowany CCCt → TSO przez Connector 2.0.</p><p><strong>Ścieżka pliku:</strong> Paczka ATC (PERUN_IDx_ATC) → Core CC Tool [N02] (walidacja ATC) → Connector 2.0 [N05] → CCM [N01]</p><p><strong>Źródło:</strong> Core CC Tool (N02) &nbsp;|&nbsp; <strong>Profil:</strong> 2CCT &nbsp;|&nbsp; <strong>TET:</strong> 08:45 &nbsp; <strong>CET:</strong> 09:20 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"121";"FID3-645";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Initial FB Domain (RefProg Bal)";"645";"MIN";"08:30";"09:05";"1";"Initial FB Domain (Virgin / RefProg Bal, FID3-645) — początkowa domena Flow-Based. Składowa paczki PERUN.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"Perun4V / proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-645 — Initial FB Domain (RefProg Bal) (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Initial FB Domain (Virgin / RefProg Bal, FID3-645) — początkowa domena Flow-Based. Składowa paczki PERUN.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> Perun4V / proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 09:05 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"122";"FID3-882";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"Initial Intraday ATCs";"882";"MIN";"08:30";"08:50";"1";"Initial Intraday ATCs (FID3-882) — początkowe wartości ATC dla intraday; wejście walidacji ATC. Składowa paczki.";"proces Core / Kreator → paczka PERUN → MinIO [N04]";"proces Core";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-882 — Initial Intraday ATCs (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> Initial Intraday ATCs (FID3-882) — początkowe wartości ATC dla intraday; wejście walidacji ATC. Składowa paczki.</p><p><strong>Ścieżka pliku:</strong> proces Core / Kreator → paczka PERUN → MinIO [N04]</p><p><strong>Źródło:</strong> proces Core &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:30 &nbsp; <strong>CET:</strong> 08:50 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
"123";"FID3-710_ATC";"IDCC(d) - Walidacja domeny ATC";"IDCC(d)";"IVA_ATC";"710_ATC";"MIN";"08:45";"09:20";"1";"IVA_ATC (FID3-710_ATC) — IVA dla odrębnej ścieżki walidacji domeny ATC.";"Perun4V [N03] → MinIO [N04] / Connector 2.0 [N05] → CCM [N01]";"Perun4V (N03)";"Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).";"";"";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">FID3-710_ATC — IVA_ATC (IDCC(d))</ac:parameter><ac:rich-text-body><p><strong>Opis pliku:</strong> IVA_ATC (FID3-710_ATC) — IVA dla odrębnej ścieżki walidacji domeny ATC.</p><p><strong>Ścieżka pliku:</strong> Perun4V [N03] → MinIO [N04] / Connector 2.0 [N05] → CCM [N01]</p><p><strong>Źródło:</strong> Perun4V (N03) &nbsp;|&nbsp; <strong>Profil:</strong> MIN &nbsp;|&nbsp; <strong>TET:</strong> 08:45 &nbsp; <strong>CET:</strong> 09:20 &nbsp; <strong>Wersja:</strong> 1</p><p><strong>Kontakt w przypadku awarii:</strong> Każde ryzyko należy zgłosić do: CIZ, WPO, PSE-I (PSE Innowacje).</p></ac:rich-text-body></ac:structured-macro>"
